index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
492662,2019/08/03 11:48,372509000000000.0,fraud_McGlynn-Jaskolski,misc_pos,36.18,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985/06/18,852fbcfae9c85989d22dcfcc9f4d9d08,1343994536,43.340338,-84.112909,0
163920,2019/03/28 02:53,639077000000.0,"fraud_Mosciski, Gislason and Mertz",grocery_pos,78.99,Justin,Carter,M,853 Miller Bypass Suite 802,Broomfield,CO,80021,39.8854,-105.1139,92337,"Engineer, electronics",1967/10/18,c3e7cf16188b084b74d25788ea03bc40,1332903226,40.048864,-104.921518,0
434041,2019/07/13 14:51,180049000000000.0,fraud_Eichmann-Kilback,home,93.35,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986/04/15,b9b60d9edbea32711d95eb14737d6538,1342191114,46.990485,-91.176921,0
125832,2019/03/10 22:51,4800400000000000.0,"fraud_Kling, Howe and Schneider",home,77.85,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928/04/02,7b0bab08e1abdd42ec9f1ba978364964,1331419914,42.63243,-96.346309,0
239542,2019/04/29 21:53,3568260000000000.0,fraud_Block Group,misc_pos,72.83,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994/11/24,83ef3b22bf6a002a0aa7fb4ab6ec2674,1335736430,40.835553,-84.472011,0
1230027,2020/05/28 16:10,346273000000000.0,fraud_Nienow PLC,entertainment,90.44,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991/10/22,feee0c02eea189a588b62f60bc056fa4,1369757427,37.175781,-80.174533,0
175267,2019/04/01 16:45,4.98985e+18,fraud_Gaylord-Powlowski,home,90.25,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994/07/09,fdac4af5c9357f287959653f8c6635f4,1333298736,33.391766,-81.362493,0
1016523,2020/02/23 17:39,30197400000000.0,"fraud_Ruecker, Beer and Collier",shopping_net,23.21,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987/09/19,aa1b5c3a7dffe1f8f4175b7a8801a16e,1361641178,36.43134,-77.747082,0
186040,2019/04/07 00:11,2719500000000000.0,"fraud_Ferry, Lynch and Kautzer",misc_net,11.2,Sheila,Baker,F,8030 Walker Heights,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,1940/09/17,090bb9d50baba8f6c4fa91d1b9f1e1b8,1333757481,43.781633,-104.611888,0
265190,2019/05/12 00:18,2288750000000000.0,fraud_Schmidt and Sons,shopping_net,1.08,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967/01/24,196e1f46e33c0e8c4cdc184e1be859d2,1336781929,35.690461,-106.573269,0
88921,2019/02/22 07:22,4681700000000.0,fraud_Marks Inc,gas_transport,55.18,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978/03/06,bf3af7440b63b86aec20299ffebc69aa,1329895341,35.755693,-85.501103,0
879455,2019/12/22 05:38,3592330000000000.0,fraud_Friesen-Stamm,gas_transport,75.86,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935/08/15,75bad13e134e7273a498b327735ffb31,1356154704,37.628279,-77.970766,0
213625,2019/04/19 09:57,4500000000000.0,fraud_Kassulke PLC,shopping_net,49.66,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965/04/07,5c96457f41355ab6a33d9c17373603f0,1334829455,37.98685,-76.286318,0
869204,2019/12/19 23:26,4.90663e+18,"fraud_Bernhard, Grant and Langworth",shopping_pos,4.03,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987/02/13,4e141388a066af02244f3b01721c97db,1355959605,25.16466,-80.505329,0
1193661,2020/05/13 12:30,4147610000000000.0,"fraud_Hintz, Bauch and Smith",health_fitness,89.85,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944/07/26,7e641318276b231ea12c02c1abb26c5f,1368448203,43.176748,-94.884459,0
1266742,2020/06/09 23:59,30135200000000.0,"fraud_Cole, Hills and Jewess",home,27.42,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992/11/27,b28486ba83cf311221d22125c9881b8e,1370822381,39.935924,-93.919633,0
440195,2019/07/15 06:20,6523180000000000.0,fraud_Halvorson Group,misc_pos,8.47,Alan,Taylor,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",1953/04/13,934ad6071c39fd964ce69accb818e128,1342333209,41.342991,-72.241795,0
1254179,2020/06/06 12:28,4.2929e+18,"fraud_Boehm, Block and Jakubowski",misc_pos,231.99,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995/08/16,03e63be734402acb692d5cd1566a8050,1370521734,45.723748,-113.226317,0
458155,2019/07/21 19:42,3546900000000000.0,"fraud_Schiller, Blanda and Johnson",home,121.51,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956/05/30,5bf046bd63e95ca84eb531915e343d21,1342899722,31.692322,-96.196392,0
79182,2019/02/16 19:25,675962000000.0,fraud_Dietrich-Fadel,health_fitness,43.55,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967/08/24,b68b9665adc95231b88f71e0bfd86896,1329420323,39.817544,-97.006497,0
816673,2019/12/08 07:03,3551220000000000.0,fraud_Funk Group,grocery_net,42.4,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976/10/09,61b06343276629ede9c52798ca078506,1354950215,44.188255,-75.026817,0
57171,2019/02/03 20:50,3557440000000000.0,fraud_Kerluke PLC,misc_net,342.95,Angela,Edwards,F,486 Wilkins Pines,Lithopolis,OH,43136,39.8013,-82.8125,460,"Lecturer, higher education",2004/06/19,8f1a2e7ac82d4858a0510e2af71fb68d,1328302203,38.815356,-82.057645,0
1081183,2020/03/24 18:56,30135200000000.0,fraud_Beier and Sons,home,101.8,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992/11/27,5d7077d0cf70c632efc40e6c9dcebcd2,1364151405,39.402444,-94.708915,0
603226,2019/09/13 18:54,4.64685e+18,fraud_Heathcote LLC,shopping_net,23.4,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990/06/25,ffeb95a433183ef35f410df1e9651867,1347562466,40.972307,-72.924056,0
788115,2019/12/01 18:04,30238800000000.0,fraud_Adams-Barrows,health_fitness,44.57,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976/01/02,4ba65977ad4b0bc233db7bedf4d927ce,1354385058,29.659203,-96.883301,0
818461,2019/12/08 14:20,4377340000000000.0,fraud_Waelchi-Wolf,kids_pets,62.2,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982/04/19,f916bbf90e004035a0cddf126a678e83,1354976458,35.166273,-83.151209,0
448151,2019/07/18 13:34,4104310000000000.0,"fraud_Mosciski, Ziemann and Farrell",shopping_net,6.57,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988/09/19,693c7bf77917db0442c00a728d8edfc9,1342618499,34.402303,-116.444184,0
103359,2019/03/01 14:22,213179000000000.0,fraud_Botsford PLC,home,33.57,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993/09/11,47d903b34bdba4149be331028f84cae7,1330611769,43.626892,-107.788905,0
74685,2019/02/13 10:47,348790000000000.0,"fraud_Quitzon, Green and Bashirian",shopping_pos,7.52,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950/08/19,3daddfc4762079caf6080511a9b4be07,1329130054,40.230981,-99.433952,0
28835,2019/01/17 22:45,4642260000000000.0,"fraud_Nicolas, Hills and McGlynn",entertainment,564.34,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987/04/23,b8b80b56dbdf53fbe417f0915fe1d3ee,1326840326,38.435536,-109.844716,1
1020604,2020/02/25 20:55,630469000000.0,fraud_Shields-Wunsch,health_fitness,29.08,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,1936/05/01,373ac7f0584081d341b87f687c6b49b9,1361825726,46.218693,-122.615971,0
191471,2019/04/08 18:30,3508100000000000.0,fraud_Labadie LLC,personal_care,2.02,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991/04/11,8991b360f2619ba84ddece5ae904369b,1333909830,42.086829,-88.935343,0
948620,2020/01/14 17:54,3520550000000000.0,fraud_Leannon-Ward,food_dining,2.24,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001/07/05,38a2582e44bbec048a68c86ac31acbb8,1358186080,48.175747,-90.99428,0
628368,2019/09/23 21:14,630423000000.0,fraud_Bogisich-Weimann,kids_pets,13.35,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978/06/21,ea94f9906eebcb9b063849ee30bce96d,1348434871,48.222981,-117.431373,0
166878,2019/03/29 18:09,30364100000000.0,fraud_Spencer PLC,entertainment,54.83,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982/02/05,1b7ff8960735d9b11b6ae66fdf20863d,1333044597,35.67063,-96.660641,0
279643,2019/05/18 14:58,6011100000000000.0,"fraud_Quitzon, Green and Bashirian",shopping_pos,9.73,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985/09/02,c56d7b1afb27c0a4decfe2d2fec90d54,1337353120,36.172286,-78.740167,0
571174,2019/08/31 05:20,4935860000000000.0,fraud_O'Keefe-Hudson,grocery_pos,100.99,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.174,1841,Film/video editor,1975/06/01,d08858f8abf5c5adde61ab3de07fe084,1346390446,32.122251,-82.401081,0
795807,2019/12/02 22:41,213153000000000.0,fraud_Fadel Inc,health_fitness,12.06,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997/11/23,09e2f4f807266dc577b6cc36d854a5c6,1354488081,44.83354,-89.193355,0
328059,2019/06/05 15:54,3554820000000000.0,fraud_Gaylord-Powlowski,home,77.75,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,1970/09/27,845c838663fa8de2d7c0b44bf70ee5ec,1338911644,38.967191,-90.926976,0
996800,2020/02/11 23:58,4191110000000000.0,"fraud_Cole, Hills and Jewess",home,37.77,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992/10/03,c0dbc1927480cf9deb49d1b43f8b3222,1360627097,38.828362,-82.568157,0
821277,2019/12/08 22:56,4335530000000000.0,"fraud_Schroeder, Hauck and Treutel",entertainment,38.07,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998/05/20,e9a1d3731d3f2cb6701f6b63f849f85d,1355007416,38.68076,-91.883509,0
763618,2019/11/23 12:05,370877000000000.0,fraud_Jast-McDermott,shopping_pos,2.05,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984/03/06,0ba70d420d41dcfd1be21075ff3d6979,1353672355,35.226847,-80.658338,0
338236,2019/06/09 09:41,2703190000000000.0,fraud_Cartwright-Harris,grocery_pos,223.58,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988/03/09,b3f22f21c2938ad16f0ea0178700d254,1339234862,36.080642,-81.207204,0
173745,2019/04/01 03:56,3546900000000000.0,fraud_Spinka Inc,grocery_net,71.29,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956/05/30,95acc9847a504822d61957026bc21b4b,1333252614,31.796523,-96.529943,0
163615,2019/03/27 22:35,4.46978e+18,fraud_Kilback LLC,food_dining,2.85,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980/11/22,9eb1b23f163feb09081c5b96ece8e38a,1332887737,42.721476,-71.629049,0
73953,2019/02/12 21:15,343473000000000.0,fraud_Volkman-Predovic,shopping_net,2.02,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",1971/08/05,46d5a3e3d8cb4b78e18d5a9486389c55,1329081335,44.661391,-71.502694,0
202966,2019/04/14 10:34,4.35579e+18,fraud_Koepp-Parker,grocery_pos,145.15,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1969/08/04,def655bcb83e24082d72c8288115c5d3,1334399696,39.111354,-90.410156,0
314740,2019/06/01 07:24,4.71574e+18,fraud_Friesen-D'Amore,gas_transport,59.98,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1941/03/30,c29b7945d3776c1f97b81607c7f6fc76,1338535463,37.655342,-96.463376,0
835482,2019/12/12 10:59,4755700000000.0,fraud_Doyle Ltd,grocery_pos,62.56,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985/06/20,33cb71d41b7a05981f34e6f93b3748c6,1355309944,33.11525,-95.994919,0
501759,2019/08/05 19:29,4260130000000.0,fraud_Erdman-Ebert,personal_care,4.57,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997/08/04,fc16dc1aff86ceafaddc7fd06924fda0,1344194987,37.84378,-81.894415,0
587959,2019/09/06 22:16,4294930000000.0,fraud_Lynch-Wisozk,home,50.61,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940/08/23,3e82cf9f46925876904132267329b98a,1346969776,37.701967,-80.441839,0
204544,2019/04/14 21:06,676299000000.0,fraud_Windler LLC,kids_pets,20.27,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971/12/10,5e8537f0115cd588d57abec8e370992c,1334437601,39.126799,-80.643849,0
113421,2019/03/05 06:28,30428200000000.0,"fraud_Towne, Walker and Borer",grocery_net,57.63,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982/07/02,5727345a89b705033a5e03eafefcdc2b,1330928904,40.031958,-76.45297,0
1071239,2020/03/21 04:39,3513510000000000.0,fraud_Brown-Greenholt,entertainment,19.4,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966/05/29,fa449323e8aea2c606182e2bba90325b,1363840747,31.48104,-90.961596,0
1014978,2020/02/23 01:32,501803000000.0,fraud_Bednar Group,misc_net,7.66,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958/09/20,b5dc93befdfaf57a5d58debc6036ca80,1361583175,40.996926,-122.713963,0
1148543,2020/04/23 21:30,180011000000000.0,fraud_Goyette-Gerhold,kids_pets,48.54,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993/10/05,9cd350e08c3900cfe621904318d709c3,1366752640,41.750301,-91.002494,0
1246073,2020/06/02 19:56,2264940000000000.0,fraud_Barton Inc,grocery_pos,78.53,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995/10/17,3fad315a98bc8b0a4f1e07beafb34856,1370203001,29.19548,-98.385564,0
991981,2020/02/09 12:46,6534630000000000.0,fraud_Mohr Inc,shopping_pos,1.99,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998/03/19,8c5378e87a270246b0a7ee53db24be69,1360414009,44.393983,-72.157284,0
1045355,2020/03/09 15:56,3518670000000000.0,fraud_Mohr Inc,shopping_pos,1.93,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996/11/12,4400bd5948017195e24152e185a3d66b,1362844601,39.420543,-83.85641,0
240157,2019/04/30 05:46,567868000000.0,fraud_Morar Inc,grocery_net,49.28,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984/12/16,35c60c937e666645358d5b60da3547df,1335764816,30.344913,-95.225225,0
1215619,2020/05/23 23:07,180073000000000.0,fraud_Kutch-Ferry,home,121.27,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953/12/08,2fff41e076a89cfce842adb8a73072c9,1369350423,35.309176,-80.397614,0
256788,2019/05/07 21:06,501899000000.0,fraud_Kulas Group,health_fitness,4.07,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970/01/08,f5ecbf6917cd8e26aaf220aa554ff35c,1336424775,33.058327,-86.129465,0
324292,2019/06/03 19:50,180069000000000.0,fraud_Tillman LLC,travel,3.43,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1969/11/01,64856592ce0e64c6ae7e391e4d865699,1338753032,40.78368,-78.076048,0
